iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
EU-2-2014-345622,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Transitional support to the NAO,The purpose of the project is to strengthen the capacity of the National Authorising Office to efficiently execute its mandate as stated in the Cotonou Partnership Agreement.,2,01/07/2014,30/06/2015,01/07/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Recipient Government,12000,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,338326,128562,0,0,0,0,0
EU-1-2012-277070,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Maternal and Child Health Initiative in Pujehun and Bonthe Districts,,2,02/07/2012,01/07/2015,03/07/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,728323,655491,0,0,0,0,0
EU-2-2012-295418,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Technical Assistance to Human Resource Management Office in Sierra Leone,"Support to HRMO in implementing the civil service reform, roll-out of human resource management functions and leadership training",2,04/01/2013,03/07/2015,04/01/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,2010700,0,1394434,0,0,0,0
EU-2-2014-343998,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Promoting Sustainable Environmental Governance through Innovative Partnerships,This project contributes to environmental sustainability (MDG7) in Sierra Leone and increases understanding and awareness amongst the general public in Sierra Leone of critical environmental issues,2,05/07/2014,04/07/2015,05/07/2014,,INTERNATIONAL NGO,21000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,395514,316411,0,0,0,0,0
EU-2-2013-317466,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Technical Assistance to Environmental Governance & Mainstreaming Project,To carryout the services on the terms and conditions as set out in the contract,2,08/05/2013,07/07/2015,08/05/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,999300,0,344155,0,0,0,0
EU-2-2014-343999,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Community-Led Management of Natural Resources in the Kangiri Hills,"To enable the community to sustainably manage their forest, wetland and hillside agriculture resources in the sub catchments linked to the Kangiri Forest reserves",2,09/07/2014,08/07/2015,09/07/2014,,INTERNATIONAL NGO,21000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,351897,281518,0,0,0,0,0
EU-2-2013-305882,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Support to Anti-Corruption Commission - Mainstreaming Anti-Corruption Issues in Civil Service Reform,"To enhance the cooperation between the ACC and the main stakeholders of the Civil Service Reform (PSC, HRMO, PSU, Head of Civil Service) to ensure greater transparency, integrity and increased accountability in the civil service.",2,09/10/2013,08/07/2015,09/10/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,250000,187180,0,0,0,0,0
EU-2-2013-305886,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Institutional Support to the Public Service Commission,"To build the capacity of the PSC to enable it to undertake transparent, and merit-based recruitment of competent and disciplined personnel into the civil service, develop and enforce standards and ensure continuing professional development and merit-based progression of civil servants.",2,09/10/2013,08/07/2015,09/10/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,600000,398601,0,0,0,0,0
EU-2-2014-343589,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,EPA Operational Programme Estimate No.2,The purpose of this programme estimate is to improve environmental governance in Sierra Leone and facilitate the implementation of environmental and climate change related policies.,2,30/05/2014,29/07/2015,30/05/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Republic Of Sierra Leone,,,SL,Sierra Leone,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,771020,389770,0,0,0,0,0
EU-2-2013-326245,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Supervision of Priority Infrastructure Roads and Bridge Works, Urban Roads and risk Mitigation Works","Supervision of the rehabilitation of road works bridge extension works and the costruction of flood and errosion protection structures, starcases walkways, storm drains etc to reduce the risk in some highly hazardous localities in Freetown's slum areas.",2,16/10/2013,15/10/2015,16/10/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,21020,Road transport,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,1420860,0,426258,0,0,0,0
EU-2-2013-322245,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,The Northern Lands Cashew Project,"To improve production and processing of quality cashew crops for 1,200 cashew small farmers households in Kambia, Makeni and Port Loko trough introduction of appropriate agricultural and transformation practices and the development of commercialization channel for cashew product with organic Certification",2,02/07/2013,01/11/2015,01/07/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,799657,302786,0,0,0,0,0
EU-2-2013-322248,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Cocoa Development Project (CDP),"Improve the efficiency and effectiveness of the cocoa value chain, with specific focus on increased quality production, processing and marketing",2,02/07/2013,01/11/2015,01/07/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,6299131,2451788,0,0,0,0,0
EU-2-2013-322213,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Robusta Coffee Development Project (RCDP),"Improve the efficiency and effectiveness of the coffee value chain, with specific focus on increased quality production, processing, marketing",2,02/07/2013,01/11/2015,01/07/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,1393413,571192,0,0,0,0,0
EU-2-2013-311338,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Contribution agreement with UNICEF for the implementation of the MDG initiative in Sierra Leone.,Contribution agreement with UNICEF to improve the health status of children and pregnant / lactating women by strengthening health systems and increasing the capacity of the Government of Sierra Leone and community institutions to deliver quality and equitable health services.,2,04/02/2013,03/11/2015,05/02/2013,,"United Nations agency, fund or commission (UN)",41000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,United Nations Children'S Fund,,,SL,Sierra Leone,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,1,110,10,B03,5,EUR,,23000000,17185400,0,0,0,0,0
EU-2-2013-328825,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,A4D Closure Programme Estimate,"The A4D aim is to improve the income and food entitlements of rural families in selected districts by improving quality and quantity of tree cash crops coffee, cocoa and cashew. The closure programme estimate will consolidate the resultsof the previous programmes in the fields of applied research and decentralization",2,11/05/2014,10/11/2015,11/05/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Republic Of Sierra Leone,,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,1902907,815577,0,0,0,0,0
EU-2-2012-290014,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Technical Assistance to the Agriculture for Development (A4D) Project,"The TA team is expected to assist the Ministry of Agriculture Forestry and Food Security across the implementation of the project. Providing support to the Imprest Administrator and Imprest Accounting Officer of the PEs; advising on financial, contract and procurement management; supporting M&E system design and implementation; enhancing managment and coordination skills of PCU and District staff; providing technical and advisory support to A4D partners for the achievment of the A4D results 1-5",2,13/04/2012,12/11/2015,13/04/2012,,OTHER,50000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,2660700,0,1900917,0,0,0,0
EU-1-2010-244682,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Improvement of rural communities local, and institutional actors' capacities to management and sustain their access to basic health services, sanitation and water supply - South Bombali district - Sierra Leone",,2,22/12/2010,22/12/2015,22/12/2010,,INTERNATIONAL NGO,21000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,,EUR,,627226,417569,0,0,0,0,0
EU-1-2013-334970,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Justice Matters: Strengthening the Rights of Women and Girls,,2,01/01/2014,31/12/2015,01/01/2014,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,,,,OECD Development Assistance Committee,1,110,10,C01,3,EUR,,294010,98474,0,0,0,0,0
GB-COH-1364201-SLE0122,,,en,Plan UK,GB-COH-1364201,International NGO,Supporting Marginalised Girls in Sierra Leone to complete Basic Education with improved Learning Outcomes,"In collaboration with the Ministry of Education, Science and Technology (MEST) and targeted communities, this project will support 21,060 marginalised girls at-risk of dropping out of Basic Education in five rural districts of Sierra Leone to access education and stay in school with improved learning outcomes. It also seeks to improve learning, retention and attendance for all 62,631 girls and 71,889 boys currently enrolled at targeted schools. 
The project seeks to improve life changes for marginalised girls through:
1. Increasing Access and Retention in grades 5 and 6 of Primary School and grades 7, 8 and 9 of Junior Secondary School, and of children with disabilities in Primary School.
2. Strengthening girls learning in grades 5 and 6 of Primary School and JSS.
3. Ensuring that girls are learning in an inclusive environment and protected from harm
4. Ensuring girls voices and needs are listened to and responded to and that girls participate in decision-making concerning their education
The project targets 21,060 of the most marginalised girls in 180 Junior Secondary Schools (JSS) and 540 Primary Schools.",2,,30/01/2016,01/01/2013,,Plan International UK,,International NGO,UNITED KINGDOM,GB,Government,UK Department for International Development,GB-1,Government,Plan International Inc. (Sierra Leone Country Office),,International NGO,SL,Sierra Leone,,,,,,,,,,110,30,C01,5,GBP,GBP,7052166,29776,0,0,0,0,0
GB-CHC-1065972-DF089,,19/09/2014 00:00,en,The International Rescue Committee UK,GB-CHC-1065972,International NGO,Supporting Marginalised Girls in Sierra Leone to complete Basic Education with improved Learning Outcomes,"This project supports 21,060 marginalised girls at-risk of dropping out of Basic Education in five rural districts of Sierra Leone to access education, stay in school and achieve improved learning outcomes. It seeks to ensure that girls are retained in the upper years of primary, that their transition is secured to JSS and that they complete quality Basic Education with improved learning outcomes.  It also seeks to improve learning, retention and attendance for all 62,631 girls and 71,889 boys currently enrolled in target schools.",2,,31/01/2016,01/01/2013,,,,,Plan Sierra Leone,,National NGO,,,,International Rescue Committee Inc.,,International NGO,SL,Sierra Leone,,,,,,,,,,,,,,GBP,GBP,2683405,700781.86,0,700781.86,0,0,0
